duration;iterationCount;patternLength;textLength
4708;4655;1704;4550
6708;1202;507;2699
21625;3621;926;6068
7084;7630;3620;9061
10625;9322;1430;9692
3083;2800;848;7308
5458;5371;1883;9952
8208;8705;3443;8015
3208;2976;867;2976
3167;2554;223;2712
5125;5426;2148;6004
8000;6823;425;9684
2792;2036;102;5289
375;133;19;139
13583;10836;2675;9386
3625;3096;272;9170
1541;1667;727;2887
6250;5403;1286;7152
10166;9772;3056;9656
3833;3833;1343;2858
1000;1026;298;839
33542;12283;2865;9610
2583;521;213;1320
26500;10438;3342;6940
1458;475;150;502
1417;643;291;708
9291;8989;3813;7717
4584;4865;2370;5047
3042;2217;719;9305
18542;4426;1711;4737
8833;8991;4186;9962
5542;5154;1251;8102
500;473;166;5801
2083;1503;166;1915
375;126;25;129
2125;1755;327;1992
792;603;138;474
3958;3531;658;4028
5416;5076;1855;7069
9042;7356;1360;9485
13333;11306;1340;9956
26166;6668;2016;5865
4375;3295;94;4910
3000;2772;897;2418
6167;5824;1497;8488
1125;915;203;1271
2875;2394;397;4603
750;555;98;1886
2791;2828;958;6472
4708;4380;1131;4062
10333;10266;3409;8762
4708;4691;1821;5654
6834;6045;1267;6290
5917;5860;2016;4175
1250;1102;195;2248
7333;7623;3120;7823
1750;1784;775;1578
6542;6268;1653;9495
2417;2279;514;4057
8250;7233;937;7128
4750;5009;1904;4746
7083;6181;766;7044
3709;3718;1150;4712
7416;6387;442;9902
4875;4356;898;9387
1375;1202;233;1027
542;120;36;153
1417;1245;118;2592
1292;1270;457;1333
1333;1149;223;1445
1334;1302;360;4085
3500;3656;1324;3647
2125;1960;423;3105
2125;1846;717;1642
625;525;134;457
1458;1237;381;3238
8792;8613;2249;8375
10750;10775;3337;7858
917;832;283;939
13125;12894;3959;9775
3917;3639;670;3597
1250;1143;406;1974
917;783;372;783
9292;9077;2550;7012
4167;3849;562;5280
10375;10601;3432;7718
10834;9132;320;9858
1083;996;460;1367
3542;3539;1491;3612
2833;2625;777;3210
2750;3002;1452;9229
500;450;191;542
2750;2389;384;1950
6542;6576;2129;6196
7417;6976;2375;8653
209;55;21;147
12166;11998;3839;9455
5916;6009;1846;4315
24375;3585;1641;4143
3750;3748;1303;9052
9625;10144;4021;9496
7542;7326;2240;5017
5667;5744;2107;6996
917;782;310;1181
3292;2614;243;3114
3250;2704;232;8512
4750;4631;1577;5502
9666;9113;3401;7368
8333;7909;2277;8972
625;373;161;344
5458;4876;746;6118
7959;6584;61;9059
6250;5997;1774;9517
9833;9965;3314;6660
6916;7397;3221;7870
2541;2528;876;1946
7250;7569;2854;6064
500;221;41;200
250;75;13;612
2125;1934;547;1687
2209;1670;156;3860
3584;4103;1850;8301
542;247;68;220
3667;1983;362;3412
4417;3592;149;3692
2000;1896;543;1789
67416;8334;243;8324
5042;4277;1001;4014
2834;2420;596;4052
2417;2423;966;7372
7250;6720;1260;6429
8792;5975;259;5712
7583;6681;3133;6849
10209;6214;1421;8878
3959;2915;1381;8583
9959;8640;890;9584
8583;8248;2805;6835
458;385;72;1054
2750;2067;582;7346
6791;6781;2652;5926
9209;9588;4253;8533
458;74;22;106
584;386;124;289
10500;7947;3315;9692
1292;1293;536;1102
2125;1854;381;2156
917;861;210;929
750;533;126;3172
7542;7995;3607;9856
8041;5000;1829;4424
1583;1085;530;1640
750;407;101;4683
7750;6271;1501;4946
4500;4026;679;3382
2417;2060;435;4403
1125;998;453;3520
5625;5242;2016;7865
708;576;264;1133
8042;7536;3138;7408
9291;7547;397;7142
3333;3278;1091;2300
13792;12696;4347;9781
2958;2556;692;2429
4250;4712;2179;4953
4208;2868;599;2661
8375;8000;1803;6750
2458;2121;192;7715
6917;6154;2209;6638
10417;8960;1279;7711
1459;1241;223;1859
2667;2659;991;2188
1417;1108;335;9731
333;113;38;215
4834;4047;243;4422
2750;2682;741;2358
11208;11416;4066;8924
625;565;204;461
2917;2951;1012;4055
6875;7090;2834;6654
4291;4526;1547;3715
9000;8686;2667;8617
22542;8675;2554;8633
6667;5753;1487;5305
4584;4264;1084;5105
43875;7648;926;7508
20541;9673;3387;6832
2250;1601;362;2475
14500;4436;120;4880
1167;587;158;424
29750;10623;1066;9341
10958;9583;880;9057
4417;4081;1997;4742
20750;5935;1901;5631
250;74;28;110
25541;4869;390;4656
14083;5528;1821;5080
8000;6627;1041;7792
14792;5835;1894;7089
9750;9869;4011;8236
78125;3261;1488;6139
10833;8763;2598;6729
4584;3921;960;8120
2084;1841;880;1864
6542;6393;2554;6340
47792;8235;2720;9215
11917;4544;1598;4609
12167;10773;2830;8796
2959;2664;745;8837
2458;2039;314;2161
29375;11178;3120;8597
25250;3718;1721;4167
17250;6537;1778;4844
6791;5009;103;5531
29042;10230;1494;9314
4125;1468;408;1212
11167;10123;3069;7970
8875;8299;2896;5981
28833;10633;2502;8362
7084;2384;359;2651
21000;7854;1861;6182
3208;1124;260;1242
3041;1193;438;2766
7083;2643;670;2138
134291;4653;1278;4166
5208;4591;1694;3549
2958;2312;241;2306
5209;3171;75;3394
10667;7984;2775;8745
5166;4465;1044;7387
15292;8006;2980;8371
6667;6117;2124;5298
2917;2466;415;5524
2750;2228;255;5297
6167;6289;2238;6020
1458;1323;332;1106
14458;11846;4118;8465
708;409;55;786
29875;10513;1491;8791
2125;1721;353;2326
3500;3132;953;2792
7041;7152;2736;6118
3750;2970;296;7817
12500;10287;2850;8017
3125;3154;1439;3435
10709;9038;1092;8280
875;702;224;3445
7750;6837;1382;9360
1791;1676;538;2011
5334;5149;1660;3996
2584;2565;745;3162
1792;1423;221;1787
6625;6371;2224;8983
2209;2199;787;2917
1834;1775;711;1449
1041;975;404;852
708;544;75;992
14792;10974;3854;8063
4083;4010;1224;8636
3875;3031;496;6269
24667;6953;2118;9397
958;742;288;900
5875;4766;157;8899
11125;9338;2208;8374
6709;5055;1583;8357
5375;5110;1334;4442
333;256;49;1416
6417;6251;1870;5544
3083;3089;1226;5518
7084;5434;1238;9150
7417;6377;2703;6611
4417;2823;235;6613
6083;4358;1180;7374
1083;838;343;797
417;227;34;373
7000;4610;372;4677
9417;947;220;968
5833;1996;516;4807
1625;1232;247;2054
3292;3484;1459;4694
7166;6153;2138;6010
709;634;163;491
7208;6130;2034;6508
584;357;142;431
8083;5508;1778;7072
417;370;149;569
1917;1556;38;4850
4208;3963;1129;9411
3417;2850;255;3294
13750;12698;4036;8765
16167;11985;3457;8796
6500;5511;961;6131
7333;5972;1589;6898
5333;4525;1360;5096
5916;5148;633;5249
6500;5739;2191;8804
792;612;133;1242
6500;6009;2545;6563
3458;2837;12;6470
14625;12977;3510;9121
8417;7975;1795;6108
5959;2350;1066;2243
3250;2832;1113;3871
2625;1882;305;1725
13958;12337;3908;8332
5416;4340;2011;6872
13667;10417;2038;9041
625;375;82;319
2334;1634;406;1227
2417;2565;1102;2637
5042;4469;694;6035
5292;5329;1938;4210
11292;10636;3395;9048
1333;1329;570;1218
4125;3027;520;2505
8208;6789;1832;7364
4459;3627;1223;5749
8000;8189;3232;6735
9083;8674;2695;5824
8334;7825;2111;9135
4791;4857;1678;6098
416;294;11;285
2875;2618;647;2629
10916;9964;1553;9075
1000;644;297;7992
4708;3707;52;4524
5750;3658;207;5182
9959;7681;2111;5962
1000;603;76;805
917;696;77;3238
3958;3267;1557;4238
709;524;15;649
6084;4892;26;5351
11917;10149;3097;8438
7958;7494;3246;6697
333;114;45;190
8000;6356;982;5397
542;448;95;470
6083;5753;2044;8599
12875;11039;2402;9868
1416;1385;584;2224
1667;1358;342;1214
14333;12542;4659;9803
2291;2288;949;2086
4500;3607;1516;7284
4792;3385;669;2691
3000;1216;96;1390
1000;861;199;685
8458;7380;1945;6454
9000;6303;964;8891
6375;5923;2449;5112
2125;2151;647;5270
2084;2138;859;1756
13500;12260;4013;8664
8083;7175;2136;6619
3833;3095;92;6046
6416;4023;302;3937
4792;3427;778;2935
8250;7636;2647;6334
9333;7695;1210;6585
5875;5144;2346;8862
6584;4546;1401;9128
8250;7389;3418;9891
12334;7970;160;9814
18291;6814;3166;7816
4542;3875;972;4682
5375;4379;230;6843
5375;4784;1074;3834
2667;1964;84;6268
5042;4266;149;4339
833;776;290;1690
5375;4831;630;4633
1459;1369;646;1383
10541;6771;1359;6019
4459;3521;1017;3011
667;399;190;519
583;270;83;199
4542;4350;1250;7403
2875;2392;255;2399
458;370;43;378
7625;6810;1215;9846
3416;2531;924;3862
4333;3938;748;5160
4667;4824;2003;7638
9417;4774;985;6966
5709;4297;501;6036
3084;2808;692;5572
7708;7699;3660;8180
6292;5153;236;5918
709;584;107;536
4542;3884;515;5632
5959;4669;960;5361
10000;7353;1595;9243
8667;6985;1130;7467
458;125;32;160
9458;9224;2893;8095
6958;7024;2433;6412
583;519;242;1297
5459;4632;535;9345
35209;10784;4707;9665
1292;992;441;1343
3000;2277;1031;4089
5750;4928;886;6769
7083;6254;1078;5926
10500;8092;2438;5833
5208;3667;554;4716
9833;7323;1236;6880
5708;5675;2129;6909
5166;5354;2343;6232
8458;7515;2696;8462
5291;5526;2287;5436
4209;3112;1310;3005
10666;9972;2205;9119
10250;8136;1784;9073
5209;3240;315;6357
2250;1742;253;2523
12292;11026;4409;9914
5709;6429;3073;7038
7416;6483;920;8212
1167;1030;312;1791
5667;4938;1508;4092
11375;10214;2496;9027
1333;1164;512;2642
8708;8116;1897;8571
5000;4397;1405;2930
500;312;98;261
5333;5281;1507;9889
7000;6321;1955;4246
8041;8075;2641;5951
16250;15114;4750;9957
5292;3767;232;4191
10833;10356;3533;7686
9708;9012;2215;7634
5125;4963;1325;6076
541;485;123;603
375;232;99;310
1583;1406;358;1775
708;641;174;456
2667;2233;172;4514
5542;4933;603;8669
12416;11251;3641;8610
6833;5877;1421;5058
4458;3937;648;3290
5458;4941;2141;8545
11166;4994;1621;6844
1834;1572;235;1579
5500;5438;1622;3827
5250;4297;1423;4017
14583;7668;943;6763
2959;2374;746;2348
8959;7554;46;9544
9167;7254;2733;7587
916;741;168;1378
14834;13251;3848;9286
4000;3089;452;3986
5083;5081;1729;4616
52208;11416;1739;9349
10416;3567;568;3100
5792;4665;1580;6489
11708;9955;1866;7781
1625;1474;347;1799
3041;2715;696;3302
459;94;42;122
7458;6241;1842;4260
2708;2844;1142;2397
4250;3460;38;5229
1375;1359;408;2095
9250;7467;1431;7044
15583;5373;411;7834
5041;1882;566;2584
1791;544;202;2635
5959;4786;2334;6614
6500;6191;2960;7154
3375;3185;874;2910
834;689;335;778
8458;5297;208;5186
583;440;142;297
13541;11310;3574;8646
3541;3566;1342;2899
2833;2683;678;9332
5667;4670;28;6707
5667;5353;2319;7400
5833;5109;1402;3985
375;229;110;228
6500;6349;2975;9873
8334;6726;1993;5376
5250;4402;1704;4733
5875;5388;2242;8313
11292;9096;3411;9516
417;274;116;798
17875;5982;936;6407
12709;10598;2567;8127
2250;1777;205;1623
7625;6017;2211;5180
3917;3668;1061;2915
2084;2071;575;5351
7459;7307;2326;5170
5250;4320;542;6555
4833;3558;284;6147
12209;9611;803;9800
7916;7550;1898;9548
3125;2974;569;3553
3500;2370;345;4462
10792;8867;2982;6296
4791;3892;68;7383
6458;6836;2966;9988
5500;5205;2241;4726
17083;9784;3061;7709
958;945;339;1347
9917;7506;2576;5487
10500;6881;60;8003
11166;9632;2261;7523
1000;885;225;1181
1958;1608;109;1978
4333;4440;1824;4164
1541;1419;453;2764
458;317;53;4341
2958;1270;294;4125
1334;1219;501;1980
8583;6762;1915;6307
2500;1657;771;4870
14708;13310;3896;9118
11375;9378;1653;9162
6500;6493;2680;6221
23750;8840;2539;7593
2458;869;365;774
15292;10563;2907;8162
2875;1426;604;1356
8416;7331;1210;8769
5291;4640;679;8204
4750;4171;1707;3934
1125;1037;451;1325
792;507;185;520
4958;4271;1482;3801
7083;6608;1587;6129
8292;7004;334;7052
10292;9898;2830;6880
8583;7410;1594;5952
875;850;283;1683
4417;3507;902;3264
17416;3248;893;3244
4917;5079;2244;5390
12500;11610;3705;9043
11958;9904;2068;8882
9375;7950;2266;5509
5333;5721;2456;6449
4834;3756;861;4215
1541;1353;245;2581
834;708;201;620
6584;6458;1971;8429
7041;5964;176;6045
5958;4599;2194;9128
2084;1474;301;1431
9417;7402;1589;7994
10875;10209;3827;8486
4875;3485;639;3559
10334;3739;1315;3035
9750;3068;11;7515
7750;6823;2061;4886
750;643;241;1352
7250;7355;2788;8334
11416;10071;2497;8051
3625;3668;1517;3436
9708;7716;2112;7592
13291;11116;3005;9102
2875;2972;1358;7058
10208;9762;2203;8009
6417;6411;2133;7838
2250;2245;677;1605
2125;1670;434;4164
4416;3989;555;4386
3917;3157;1239;3822
14041;9872;2011;8576
4833;4722;1735;6651
3750;2870;1064;2681
15000;4929;1217;5056
18792;5880;49;6445
10042;9058;2547;6839
7750;7267;2797;7574
3792;3944;1764;8353
4416;3783;1568;3448
3583;3417;843;4026
3708;2760;1024;9517
2417;2070;588;4580
12583;9801;896;9159
3416;3256;640;4740
500;271;91;228
625;457;133;368
2541;2374;729;2530
750;607;241;3273
3417;2811;258;3396
7791;5923;1888;4046
2791;2000;250;1758
8292;6858;178;8172
13875;10454;2602;7674
1917;2007;858;2700
9208;8638;1908;9635
2125;1712;26;2581
5334;4449;271;6714
7667;5516;780;5040
4208;4572;2236;9913
5958;3916;943;3863
3375;2406;439;3174
667;425;126;1082
1125;905;321;721
6500;6495;3113;9124
3250;3085;1144;3381
3250;3517;1491;3936
3833;4303;2060;5084
2500;1935;155;7201
2416;2311;675;2411
7667;7116;1711;5294
11875;11629;3986;8808
958;917;362;6857
8375;7689;2763;8269
1250;1039;116;1419
5125;4670;1175;7311
6584;7134;2819;9009
4791;3923;154;5674
5875;5660;1404;4255
6084;6618;3050;8815
5625;5234;1137;7998
5166;2945;1005;3806
6708;5624;200;6368
1042;927;301;9455
4292;3719;184;6772
8917;9240;4494;9790
1167;939;48;958
4417;3819;461;5406
2958;2450;48;2617
2334;2450;944;2989
584;476;69;622
2042;2043;816;1928
6791;5698;284;6134
7416;5959;1401;6995
7291;5851;285;9590
3292;3188;894;2644
3209;2181;652;3382
791;653;183;810
4209;3849;836;5700
7166;6610;1504;6697
13792;9149;416;9998
14875;13039;3060;9747
4958;3686;912;3129
7000;7086;2654;8098
21834;4302;658;7706
19292;4132;1314;2898
2042;1384;281;1407
14167;5423;1856;6633
33542;9726;1668;9650
625;501;38;982
2625;1452;308;1249
4083;4242;1515;3349
3917;3594;730;4167
1583;1417;417;1165
4000;3532;572;7010
6834;6954;2443;5824
4292;3953;830;7684
8833;8011;1304;7067
9083;7487;1712;6165
13625;12276;3247;9155
3458;3233;1265;2742
292;122;42;229
7667;3637;575;3699
667;569;102;502
8000;7404;3175;8637
1708;1393;104;1361
6125;5258;2121;5700
12375;10734;2938;9481
5583;5221;2304;8265
459;379;146;344
2875;2399;383;5310
5125;4707;2222;7445
9458;7903;249;8008
4666;4944;2004;4768
1416;636;302;610
9458;9225;3155;6902
709;727;257;602
5708;5849;2365;4793
2250;2072;287;3893
4750;3987;1692;5877
11666;9799;2148;8031
5416;4994;1092;7796
12208;11666;2904;9378
12167;1121;326;1514
5167;4152;384;6266
10167;9278;3558;7676
2583;2700;1157;8127
5792;5997;2527;7531
958;814;144;2586
2916;2599;721;2418
2167;1902;482;2289
583;381;135;301
4083;3255;1305;6012
15959;14541;4494;9690
1375;1132;107;1001
10334;8752;2634;7277
1000;653;93;661
5500;4922;1924;5076
3583;2904;197;4411
3375;3601;1376;5636
6083;6181;1999;4085
958;850;135;1030
833;655;14;4053
10625;9178;2140;7331
10291;10215;3360;7663
750;748;323;877
417;218;69;5862
5833;3993;63;3961
4625;3078;143;7118
5625;4538;182;8962
2542;2753;1255;3715
5542;5046;728;4583
8709;7434;417;7795
8416;7810;1278;8189
1750;1620;503;1989
4375;3697;1688;5731
2042;1892;916;3063
833;746;176;651
5250;4262;32;7726
250;176;63;148
3291;3257;1262;4991
10625;10458;3349;7501
12250;10525;2805;8346
625;509;249;1856
13125;6675;2690;7206
43083;10048;2774;8028
6458;5223;1355;4635
11250;8135;3670;8317
7875;6268;2599;6021
11292;9627;2723;7686
1916;1791;458;1434
2083;1821;402;1987
1292;1001;150;3184
584;450;71;1519
2333;2147;400;3442
3708;2499;225;2227
5292;3962;727;6922
1000;871;312;700
4750;3991;1622;3464
12584;8244;2046;7445
27875;8073;2744;5573
1125;1004;415;922
3875;3094;967;2750
5917;5022;1412;4478
8792;7113;3420;6881
12375;9276;2356;9263
2959;2185;633;1624
6458;6111;2647;8650
3250;2386;551;2360
4250;4021;1008;5209
1500;1424;405;994
11000;9362;836;9340
7458;6160;47;6278
5584;4827;558;7105
4791;4332;1989;7994
4208;3191;760;4595
3625;3101;405;3324
12208;5284;1514;4278
4375;4353;1968;4307
10917;9650;3247;9906
5292;4212;1176;8936
12459;11504;4441;9574
3583;3124;563;4709
5292;4278;905;3303
12917;12403;4529;9179
3209;2874;912;8479
2791;2679;725;2868
3542;2931;517;8665
16583;5645;735;9865
13625;11919;3270;9754
4792;4600;1590;3318
7250;7167;2517;6379
9625;8617;1517;8826
1708;1402;36;1438
1583;1703;772;2021
9208;7795;655;7847
4542;3325;1438;3004
10375;8722;1948;9419
5625;5183;1558;5190
6958;5562;371;5355
7209;6785;1312;9362
4542;3865;412;7023
1084;875;207;1765
8334;7849;3241;8361
7667;7024;1088;6354
25250;9373;3194;8268
3625;1069;299;1474
6334;5745;2062;7403
8042;6708;1948;4645
1792;1763;657;1608
2708;2316;548;9760
6750;5911;933;9038
1833;1776;557;3194
7000;6360;2732;9271
7417;7590;2494;7228
9083;7439;2073;6325
750;653;139;1134
10542;8135;1109;6825
3125;2879;735;3347
15166;5311;2326;4853
6584;2031;68;2214
10375;8773;2769;5900
1875;1733;304;1708
7958;6528;1155;6226
3500;2613;314;3798
11208;9769;2789;7506
11792;11390;3948;8301
4833;5138;2133;5738
4708;4710;1703;3670
6792;6634;2013;4615
4125;3065;645;3307
1791;1712;443;2044
500;368;87;268
2958;2828;711;3885
3333;3152;521;5526
13000;11207;2450;9946
4750;3951;1560;4679
4125;3399;247;5467
2917;2757;725;2094
1292;1023;65;1444
5375;4943;865;4515
833;719;317;1072
14958;14291;4595;9933
5083;4652;1762;5311
3334;3095;1088;3035
3750;2934;133;8579
9833;8858;3308;7146
2125;1803;140;2450
1167;1005;223;915
3208;2325;881;2472
7250;6506;578;8379
6666;3914;1860;9249
5458;4595;247;8823
5625;3909;1067;7226
7458;7232;2750;5831
1000;704;88;1135
292;184;44;159
11708;7247;1146;8612
4875;3946;1375;2908
3250;2495;719;3042
13042;9838;3449;8175
14250;3197;634;3024
8542;7874;1578;6249
6917;5992;1830;6125
1125;1116;378;782
5000;5152;1831;3769
15083;9929;3224;8274
7625;5933;244;6273
8917;8024;1672;9231
792;669;288;1088
9042;6036;304;6852
2000;1626;730;4494
3333;2520;852;2357
2333;2089;643;9456
958;915;333;827
1166;970;187;1662
8542;6874;1894;5309
11167;11180;3238;8280
9375;8076;590;9498
7750;5847;2846;8500
3459;3469;1148;7187
11125;9558;2738;7903
7541;6274;434;7073
8625;8556;2805;8403
500;230;97;436
4042;4113;1417;3123
2083;1879;599;1520
7792;7675;1993;8350
4708;3721;1420;2886
6208;5543;985;9499
3708;3872;1465;3266
4042;3631;675;5572
1000;828;240;941
7167;7211;2273;6036
8500;5732;998;7792
1875;1409;628;5862
6375;5722;1507;7107
8125;6121;1134;6473
3000;2667;292;7817
4125;3777;714;4142
2375;2153;430;2912
10875;9903;1853;7748
5125;4074;1357;2799
1709;1499;494;1069
625;401;151;688
11542;9826;3417;7945
9625;7755;219;8076
6167;5723;1285;7069
4125;3776;1057;4420
5500;3342;643;8758
5791;4697;1820;5315
333;230;47;329
375;181;71;229
4584;4168;1977;9528
1250;1174;429;3117
375;331;76;385
8084;6748;290;7906
23291;8341;1976;7491
9042;8128;3001;8299
3666;3080;343;6179
4541;3607;57;6001
19167;7577;2328;8311
8625;7311;1718;8295
10916;10316;2641;8013
9541;7963;1131;6987
1542;1379;414;1237
4084;3627;601;4619
19916;11459;2733;8668
3208;2203;986;2916
59917;2852;463;2456
1375;279;10;284
1667;495;237;2919
4750;1883;746;3688
4625;3853;525;7348
1917;1519;44;4087
9750;9796;4004;8244
10834;7612;2616;7663
3166;2635;409;6327
10667;9669;2845;6853
9334;8301;3044;7329
6416;5755;874;9309
750;649;146;1634
2250;2049;465;2139
7167;5325;960;4870
4208;3750;322;3736
4584;4025;539;4548
10458;9034;3263;7030
5833;5616;1915;4089
6334;6009;2487;5447
2083;1793;17;2278
4042;3382;216;3802
13792;13500;4647;9411
1083;1025;148;1063
2541;2085;100;8506
8083;6350;2380;7919
8291;5506;950;5447
1542;945;220;1225
9500;7598;582;7745
9917;9218;3519;7548
1417;1259;487;2098
4042;3428;444;5200
12958;11119;1626;9263
917;729;74;688
2250;2026;471;2521
4666;3297;141;3560
2250;1524;80;7272
7708;7670;2424;7529
750;607;111;612
4125;3921;1270;3709
1334;1325;610;1823
11375;10115;1339;8629
20250;6726;709;6962
2125;1886;917;1965
6541;5364;48;6552
9833;8364;1964;7051
5417;4913;825;4234
8125;7212;2363;8121
4500;3424;1234;4804
1375;1052;160;856
3458;2829;1356;6515
7583;7029;2051;5029
3666;3179;369;5042
2917;2817;904;2433
5334;3236;350;4599
3459;2433;197;5070
4834;4060;1776;9275
9208;9240;4100;9456
1959;1572;76;1808
27250;10113;3519;7690
6625;4798;1267;5713
5584;3530;1168;7869
7584;7233;3191;8009
875;595;133;557
666;570;178;542
7875;5862;1503;9135
2125;2122;815;2605
4375;3899;926;5391
2125;1138;503;3992
7083;6931;2251;7466
7167;7077;3204;6893
2833;2334;1133;3671
5583;5175;2357;4783
11916;11277;3864;8402
2000;1851;307;1904
3833;3348;368;4201
2250;2222;590;1830
11375;10479;4419;9281
3708;3659;994;3601
25750;9477;2849;7400
4125;3578;430;3327
8542;8281;2425;9009
2458;2415;805;6174
5458;4557;1333;6893
12458;10993;3187;9975
8917;7800;2300;5834
9625;8533;985;8505
4792;4339;2073;6444
4667;3710;1358;4184
2958;2723;772;2881
333;215;38;172
1375;1146;37;1378
7000;5629;1032;5052
792;747;336;713
9417;8055;1839;7100
3458;3282;901;2632
8417;7918;2824;8440
5083;5086;1858;6987
1458;1488;558;1131
875;601;170;7525
6041;4854;1291;3410
2042;2061;766;2340
3041;2999;914;8354
1208;1346;549;3969
1000;699;287;2073
1041;1065;465;1821
2541;2255;543;2456
3500;3071;883;4952
1333;1130;139;2006
2750;2192;78;4312
8125;7435;2830;6821
2833;2810;961;2110
4417;4225;1118;3433
5334;4568;1378;8387
500;413;118;1342
375;309;78;275
4917;4415;1751;4799
875;645;23;636
7625;6855;1183;5865
8000;6861;1511;7944
3417;3539;1447;3372
5167;4815;934;5939
2417;2399;1003;4332
4375;4418;1550;5870
3708;3617;884;5570
2792;2187;1024;2699
2375;2145;296;2127
10708;9817;3105;6846
5917;5832;2863;6912
125;43;21;228
208;75;20;216
6292;5690;830;4786
7625;6307;1827;6516
2667;2267;126;3975
4500;4214;1021;5213
4291;3252;691;9366
3500;2973;148;8108
12916;8611;1273;7748
8416;7023;1764;9360
1750;1895;893;2330
1583;1416;545;8674
33375;8472;3191;7099
3792;1736;502;1655
2000;1261;144;7759
12542;9090;937;9525
708;542;86;2006
3417;2841;318;2679
4959;4238;693;3467
292;112;14;146
12625;8928;4146;8327
2875;2875;1046;7701
8917;8870;2718;9659
2000;1690;736;7328
3709;2421;951;2353
9917;9370;3955;8351
3458;3739;1701;5489
23959;8860;2171;8162
4208;3793;1548;9337
15875;13858;4362;9449
15959;11935;3408;8286
459;139;57;195
9458;8375;1495;8118
1375;1407;573;2602
791;708;251;641
4209;2810;415;2390
9666;8691;2945;6544
8875;8805;4294;9173
2375;2159;548;2429
10708;8774;233;8858
2750;1839;637;2048
6042;5063;209;6701
4792;4015;359;4657
8250;5506;633;5022
9834;9166;2284;7230
3792;2987;41;7562
5542;5038;723;4526
5792;3782;1534;7123
750;397;192;1639
3667;3449;923;3159
500;368;135;504
3834;3247;642;2730
9708;9519;2569;7919
6583;6034;2904;6288
3500;1902;636;2511
9334;8657;3144;6746
5084;4435;613;4140
9500;7740;131;7907
6709;5730;459;5431
4792;3852;1325;3690
8125;7908;2173;8851
1417;1291;409;885
666;581;162;1037
4834;3889;1474;6961
14125;10711;1269;9486
12209;10238;3084;9699
5000;4267;1755;4280
8583;7614;563;7832
4667;3809;1109;7870
7625;6464;196;9100
11333;9834;2263;7749
8375;6761;2641;9601
20250;8006;2834;7259
8584;7738;2349;6262
6709;5274;158;6321
5875;5579;1632;5458
6667;5772;555;8515
2625;2208;110;3588
7000;5887;2094;7019
3042;3260;1412;2951
2625;2300;406;2675
12708;8738;2794;8453
1083;595;121;575
10625;3777;1395;8869
4416;3906;792;5429
625;341;106;334
5584;4944;819;6452
250;38;10;131
2958;2666;607;3474
3000;2855;814;2245
750;487;47;1107
6041;6035;1888;8269
11750;7983;1224;7010
6542;5405;2649;6648
5084;4005;472;9307
1667;1635;607;1294
1584;1705;653;1506
417;272;115;1998
10333;9395;2914;6765
4750;4000;1609;3500
14167;10553;931;9727
13125;12009;3859;7968
7625;5841;1536;8832
10709;10471;2873;8517
4917;3820;1140;2668
5083;3201;669;4040
3584;2794;466;4001
1291;1132;221;998
2833;2629;1089;2305
3709;2806;91;3205
1875;1935;778;1574
334;188;82;294
5791;5869;1906;4006
2416;2023;166;1893
5250;5390;2225;8585
1791;1653;445;1465
1250;1112;426;1393
12750;10813;2645;8093
10000;9301;3437;8877
1792;1909;931;1995
3542;2948;311;2759
1625;1595;323;3345
2292;2257;779;3146
5292;4238;1625;8669
11791;6344;1975;6156
7959;7175;2540;6003
9583;7935;1688;6173
2042;1617;141;2556
5250;5241;1491;3964
3166;3449;1402;4224
9791;3442;1445;3803
10625;10543;3385;7172
7000;6133;1166;7630
2917;2934;1128;2947
6417;5411;2494;6006
10084;6346;734;5564
8584;6802;145;7598
6416;4865;1442;3365
8583;6474;190;7520
6500;5586;312;7781
3209;3137;1069;3509
9792;8976;3955;9549
8542;7861;1373;6508
1542;1395;223;2346
5875;5269;928;6923
500;347;109;338
10458;9281;3329;7308
583;491;152;425
7000;6001;686;5770
2833;2833;1146;3753
13125;11982;4217;8522
2125;1913;355;2165
2041;1745;286;3553
11542;9936;3149;7886
4791;4143;978;4696
13375;7190;1982;5455
5875;5574;1591;4737
2417;2205;642;1606
916;839;230;5832
3333;2859;550;2237
12166;11226;3669;7873
2583;2237;455;1842
11666;10412;4383;9288
1916;1678;430;2447
3459;3373;1306;3078
53167;3214;1097;2200
5792;4926;200;9198
5542;3761;601;8639
1166;1076;327;2232
1084;946;295;5102
2708;2418;470;2352
4583;4596;1436;6916
3667;2378;838;2664
1625;1613;445;1857
4333;4807;2206;7391
5208;5019;1606;3915
3583;3543;998;6785
1041;935;363;808
875;782;197;1923
8459;7559;1819;7176
46250;5394;1804;4139
833;725;264;5912
4250;3048;1167;2941
6875;6947;2544;5861
8084;7054;688;9734
7791;6945;2362;6136
32333;10641;3852;9541
39833;8626;1775;7349
2208;1668;183;3378
2000;1802;724;4676
8834;6958;1626;7387
9917;8376;478;7733
2709;2609;946;2093
13541;11807;4025;9480
6250;5324;1953;4087
2500;2507;921;3276
1041;1001;248;1098
21625;5238;823;7570
7459;6876;3285;6847
3750;3317;625;2780
40334;11146;3461;7816
8750;7731;2414;5333
7459;6375;532;6908
7292;6610;1178;8518
8792;6671;470;7192
2916;2964;1200;4612
11209;9223;1969;9417
333;243;33;230
17000;10265;3310;9397
8292;2178;744;3426
10458;3904;1105;2818
3833;1516;553;1622
1375;366;58;1439
3792;3299;932;5613
4250;3465;132;3326
